Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound
Developed regions,300,Greece,2006,Female,40.87,-,-
Developed regions,300,Greece,2006,Male,48.19,-,-
Developed regions,300,Greece,2006,Both sexes,44.42,-,-
Developed regions,300,Greece,2014,Female,55.11,-,-
Developed regions,300,Greece,2014,Male,57.54,-,-
Developed regions,300,Greece,2014,Both sexes,56.27,-,-
Developed regions,300,Greece,2015,Female,56.92,-,-
Developed regions,300,Greece,2015,Male,59.01,-,-
Developed regions,300,Greece,2015,Both sexes,57.93,-,-
Developed regions,304,Greenland,2012,Female,40.05,-,-
Developed regions,304,Greenland,2012,Male,36.6,-,-
Developed regions,304,Greenland,2012,Both sexes,38.19,-,-
Developed regions,304,Greenland,2014,Female,41.16,-,-
Developed regions,304,Greenland,2014,Male,37.01,-,-
Developed regions,304,Greenland,2014,Both sexes,38.93,-,-
Developed regions,304,Greenland,2015,Female,42.12,-,-
Developed regions,304,Greenland,2015,Male,37.48,-,-
Developed regions,304,Greenland,2015,Both sexes,39.63,-,-
Developed regions,348,Hungary,2005,Female,57.38,-,-
Developed regions,348,Hungary,2005,Male,70.81,-,-
Developed regions,348,Hungary,2005,Both sexes,63.55,-,-
Developed regions,348,Hungary,2009,Female,70.55,-,-
Developed regions,348,Hungary,2009,Male,78.96,-,-
Developed regions,348,Hungary,2009,Both sexes,74.54,-,-
Developed regions,348,Hungary,2010,Female,71.75,-,-
Developed regions,348,Hungary,2010,Male,80.06,-,-
Developed regions,348,Hungary,2010,Both sexes,75.69,-,-
Developed regions,348,Hungary,2001,Female,48.99,-,-
Developed regions,348,Hungary,2001,Male,62.24,-,-
Developed regions,348,Hungary,2001,Both sexes,55.07,-,-
Developed regions,348,Hungary,2011,Female,72.93,-,-
Developed regions,348,Hungary,2011,Male,80.76,-,-
Developed regions,348,Hungary,2011,Both sexes,76.66,-,-
Developed regions,348,Hungary,2012,Female,74.13,-,-
Developed regions,348,Hungary,2012,Male,81.49,-,-
Developed regions,348,Hungary,2012,Both sexes,77.63,-,-
Developed regions,348,Hungary,2013,Female,75.09,-,-
Developed regions,348,Hungary,2013,Male,82.22,-,-
Developed regions,348,Hungary,2013,Both sexes,78.49,-,-
Developed regions,348,Hungary,2014,Female,69.84,-,-
Developed regions,348,Hungary,2014,Male,79.11,-,-
Developed regions,348,Hungary,2014,Both sexes,74.12,-,-
Developed regions,348,Hungary,2015,Female,71.07,-,-
Developed regions,348,Hungary,2015,Male,79.77,-,-
Developed regions,348,Hungary,2015,Both sexes,75.1,-,-
Developed regions,352,Iceland,2005,Female,54.84,-,-
Developed regions,352,Iceland,2005,Male,66.6,-,-
Developed regions,352,Iceland,2005,Both sexes,60.74,-,-
Developed regions,372,Ireland,2007,Female,62.47,-,-
Developed regions,372,Ireland,2007,Male,50.13,-,-
Developed regions,372,Ireland,2007,Both sexes,60.54,-,-
Developed regions,372,Ireland,2010,Female,68.3,-,-
Developed regions,372,Ireland,2010,Male,64.8,-,-
Developed regions,372,Ireland,2010,Both sexes,66.59,-,-
Developed regions,372,Ireland,2011,Female,68.75,-,-
Developed regions,372,Ireland,2011,Male,63.88,-,-
Developed regions,372,Ireland,2011,Both sexes,66.37,-,-
Developed regions,376,Israel,2007,Female,77.05,-,-
Developed regions,376,Israel,2007,Male,76.46,-,-
Developed regions,376,Israel,2007,Both sexes,76.76,-,-
Developed regions,376,Israel,2009,Female,77.71,-,-
Developed regions,376,Israel,2009,Male,76.94,-,-
Developed regions,376,Israel,2009,Both sexes,77.34,-,-
Developed regions,376,Israel,2010,Female,77.76,-,-
Developed regions,376,Israel,2010,Male,77.41,-,-
Developed regions,376,Israel,2010,Both sexes,77.59,-,-
Developed regions,376,Israel,2011,Male,78.39,-,-
Developed regions,376,Israel,2011,Both sexes,78.54,-,-
Developed regions,376,Israel,2012,Female,79.87,-,-
Developed regions,376,Israel,2012,Male,80.75,-,-
Developed regions,376,Israel,2012,Both sexes,80.29,-,-
Developed regions,376,Israel,2013,Female,80.44,-,-
Developed regions,376,Israel,2013,Male,80.88,-,-
Developed regions,376,Israel,2013,Both sexes,80.66,-,-
Developed regions,376,Israel,2014,Female,81.07,-,-
Developed regions,376,Israel,2014,Male,81.41,-,-
Developed regions,376,Israel,2014,Both sexes,81.23,-,-
Developed regions,376,Israel,2015,Female,81.3,-,-
Developed regions,376,Israel,2015,Male,81.6,-,-
Developed regions,376,Israel,2015,Both sexes,81.44,-,-
Developed regions,380,Italy,2008,Female,42.74,-,-
Developed regions,380,Italy,2008,Male,45.38,-,-
Developed regions,380,Italy,2008,Both sexes,44,-,-
Developed regions,380,Italy,2005,Female,38.68,-,-
Developed regions,380,Italy,2005,Male,42.49,-,-
Developed regions,380,Italy,2005,Both sexes,40.5,-,-
Developed regions,380,Italy,2007,Female,41.66,-,-
Developed regions,380,Italy,2007,Male,44.65,-,-
Developed regions,380,Italy,2007,Both sexes,43.09,-,-
Developed regions,380,Italy,2009,Female,43.26,-,-
Developed regions,380,Italy,2009,Male,46.33,-,-
Developed regions,380,Italy,2009,Both sexes,44.73,-,-
Developed regions,380,Italy,2010,Female,44.1,-,-
Developed regions,380,Italy,2010,Male,47.03,-,-
Developed regions,380,Italy,2010,Both sexes,45.5,-,-
Developed regions,380,Italy,2001,Female,33.83,-,-
Developed regions,380,Italy,2001,Male,37.24,-,-
Developed regions,380,Italy,2001,Both sexes,35.44,-,-
Developed regions,380,Italy,2006,Female,39.66,-,-
Developed regions,380,Italy,2006,Male,43.32,-,-
Developed regions,380,Italy,2006,Both sexes,41.41,-,-
Developed regions,380,Italy,2011,Female,45.02,-,-
Developed regions,380,Italy,2011,Male,47.42,-,-
Developed regions,380,Italy,2011,Both sexes,46.16,-,-
Developed regions,380,Italy,2012,Female,46.3,-,-
Developed regions,380,Italy,2012,Male,48.36,-,-
Developed regions,380,Italy,2012,Both sexes,47.28,-,-
Developed regions,380,Italy,2014,Female,47.57,-,-
Developed regions,380,Italy,2014,Male,49.81,-,-
Developed regions,380,Italy,2014,Both sexes,48.64,-,-
Developed regions,380,Italy,2015,Female,48.22,-,-
Developed regions,380,Italy,2015,Male,50.17,-,-
Developed regions,380,Italy,2015,Both sexes,49.15,-,-
Developed regions,392,Japan,2010,Female,79.31,-,-
Developed regions,392,Japan,2010,Male,82.05,-,-
Developed regions,392,Japan,2010,Both sexes,80.61,-,-
Developed regions,428,Latvia,2008,Female,84.27,-,-
Developed regions,428,Latvia,2008,Male,79.68,-,-
Developed regions,428,Latvia,2008,Both sexes,82.16,-,-
Developed regions,428,Latvia,2005,Female,81.54,-,-
Developed regions,428,Latvia,2005,Male,78.34,-,-
Developed regions,428,Latvia,2005,Both sexes,80.08,-,-
Developed regions,428,Latvia,2007,Female,83.1,-,-
Developed regions,428,Latvia,2007,Male,78.47,-,-
Developed regions,428,Latvia,2007,Both sexes,80.97,-,-
Developed regions,428,Latvia,2009,Female,86.51,-,-
Developed regions,428,Latvia,2009,Male,81.34,-,-
Developed regions,428,Latvia,2009,Both sexes,84.13,-,-
Developed regions,428,Latvia,2010,Female,87.87,-,-
Developed regions,428,Latvia,2010,Male,82.89,-,-
Developed regions,428,Latvia,2010,Both sexes,85.57,-,-
Developed regions,428,Latvia,2004,Female,80.05,-,-
Developed regions,428,Latvia,2004,Male,77.89,-,-
Developed regions,428,Latvia,2004,Both sexes,79.05,-,-
Developed regions,428,Latvia,2006,Female,81.63,-,-
Developed regions,428,Latvia,2006,Male,77.72,-,-
Developed regions,428,Latvia,2006,Both sexes,79.83,-,-
Developed regions,428,Latvia,2011,Female,87.44,-,-
Developed regions,428,Latvia,2011,Male,82.24,-,-
Developed regions,428,Latvia,2011,Both sexes,85.08,-,-
Developed regions,428,Latvia,2012,Female,88.56,-,-
Developed regions,428,Latvia,2012,Male,83.71,-,-
Developed regions,428,Latvia,2012,Both sexes,86.34,-,-
Developed regions,428,Latvia,2013,Female,89.3,-,-
Developed regions,428,Latvia,2013,Male,84.63,-,-
Developed regions,428,Latvia,2013,Both sexes,87.16,-,-
Developed regions,428,Latvia,2014,Female,90.21,-,-
Developed regions,428,Latvia,2014,Male,84.93,-,-
Developed regions,428,Latvia,2014,Both sexes,87.79,-,-
Developed regions,428,Latvia,2015,Female,90.83,-,-
Developed regions,428,Latvia,2015,Male,86,-,-
Developed regions,428,Latvia,2015,Both sexes,88.6,-,-
Developed regions,438,Liechtenstein,2000,Female,62.5,-,-
Developed regions,438,Liechtenstein,2000,Male,80.88,-,-
Developed regions,438,Liechtenstein,2000,Both sexes,71.49,-,-
Developed regions,440,Lithuania,2008,Female,75.93,-,-
Developed regions,440,Lithuania,2008,Male,81.38,-,-
Developed regions,440,Lithuania,2008,Both sexes,78.35,-,-
Developed regions,440,Lithuania,2005,Female,71.76,-,-
Developed regions,440,Lithuania,2005,Male,77.18,-,-
Developed regions,440,Lithuania,2005,Both sexes,74.18,-,-
Developed regions,440,Lithuania,2007,Female,74.81,-,-
Developed regions,440,Lithuania,2007,Male,78.69,-,-
Developed regions,440,Lithuania,2007,Both sexes,76.54,-,-
Developed regions,440,Lithuania,2009,Female,76.99,-,-
Developed regions,440,Lithuania,2009,Male,82.47,-,-
Developed regions,440,Lithuania,2009,Both sexes,79.43,-,-
Developed regions,440,Lithuania,2010,Female,78.12,-,-
Developed regions,440,Lithuania,2010,Male,83.59,-,-
Developed regions,440,Lithuania,2010,Both sexes,80.55,-,-
Developed regions,440,Lithuania,2006,Female,74.43,-,-
Developed regions,440,Lithuania,2006,Male,77.64,-,-
Developed regions,440,Lithuania,2006,Both sexes,75.86,-,-
Developed regions,440,Lithuania,2011,Female,79.11,-,-
Developed regions,440,Lithuania,2011,Male,84.87,-,-
Developed regions,440,Lithuania,2011,Both sexes,81.67,-,-
Developed regions,440,Lithuania,2012,Female,79.2,-,-
Developed regions,440,Lithuania,2012,Male,84.55,-,-
Developed regions,440,Lithuania,2012,Both sexes,81.55,-,-
Developed regions,440,Lithuania,2013,Female,80.1,-,-
Developed regions,440,Lithuania,2013,Male,85.12,-,-
Developed regions,440,Lithuania,2013,Both sexes,82.31,-,-
Developed regions,440,Lithuania,2014,Female,81.47,-,-
Developed regions,440,Lithuania,2014,Male,85.69,-,-
Developed regions,440,Lithuania,2014,Both sexes,83.33,-,-
Developed regions,440,Lithuania,2015,Female,82.83,-,-
Developed regions,440,Lithuania,2015,Male,86.2,-,-
Developed regions,440,Lithuania,2015,Both sexes,84.31,-,-
Developed regions,442,Luxembourg,2003,Female,43.16,-,-
Developed regions,442,Luxembourg,2003,Male,58.22,-,-
Developed regions,442,Luxembourg,2003,Both sexes,50.53,-,-
Developed regions,442,Luxembourg,2007,Female,56.11,-,-
Developed regions,442,Luxembourg,2007,Male,67.12,-,-
Developed regions,442,Luxembourg,2007,Both sexes,61.72,-,-
Developed regions,442,Luxembourg,2009,Female,70.62,-,-
Developed regions,442,Luxembourg,2009,Male,79.92,-,-
Developed regions,442,Luxembourg,2009,Both sexes,75.26,-,-
Developed regions,442,Luxembourg,2010,Female,71.17,-,-
Developed regions,442,Luxembourg,2010,Male,79.93,-,-
Developed regions,442,Luxembourg,2010,Both sexes,75.52,-,-
Developed regions,442,Luxembourg,2001,Female,41.78,-,-
Developed regions,442,Luxembourg,2001,Male,37.55,-,-
Developed regions,442,Luxembourg,2001,Both sexes,39.95,-,-
Developed regions,442,Luxembourg,2011,Female,71.09,-,-
Developed regions,442,Luxembourg,2011,Male,78.72,-,-
Developed regions,442,Luxembourg,2011,Both sexes,74.91,-,-
Developed regions,442,Luxembourg,2012,Female,72.6,-,-
Developed regions,442,Luxembourg,2012,Male,79.92,-,-
Developed regions,442,Luxembourg,2012,Both sexes,76.25,-,-
Developed regions,442,Luxembourg,2013,Female,75.47,-,-
Developed regions,442,Luxembourg,2013,Male,81.12,-,-
Developed regions,442,Luxembourg,2013,Both sexes,78.3,-,-
Developed regions,442,Luxembourg,2014,Female,75.73,-,-
Developed regions,442,Luxembourg,2014,Male,83.36,-,-
Developed regions,442,Luxembourg,2014,Both sexes,79.57,-,-
Developed regions,470,Malta,2000,Female,17.12,-,-
Developed regions,470,Malta,2000,Male,23.83,-,-
Developed regions,470,Malta,2000,Both sexes,20.4,-,-
Developed regions,470,Malta,2005,Female,16.8,-,-
Developed regions,470,Malta,2005,Male,29.08,-,-
Developed regions,470,Malta,2005,Both sexes,22.77,-,-
Developed regions,470,Malta,2007,Female,18.66,-,-
Developed regions,470,Malta,2007,Male,27.64,-,-
Developed regions,470,Malta,2007,Both sexes,23.06,-,-
Developed regions,470,Malta,2010,Female,22.06,-,-
Developed regions,470,Malta,2010,Male,29.83,-,-
Developed regions,470,Malta,2010,Both sexes,25.87,-,-
Developed regions,470,Malta,2011,Female,23.43,-,-
Developed regions,470,Malta,2011,Male,31.48,-,-
Developed regions,470,Malta,2011,Both sexes,27.37,-,-
Developed regions,470,Malta,2012,Female,28.28,-,-
Developed regions,470,Malta,2012,Male,36.75,-,-
Developed regions,470,Malta,2012,Both sexes,32.44,-,-
Developed regions,470,Malta,2013,Female,32.1,-,-
Developed regions,470,Malta,2013,Male,36.97,-,-
Developed regions,470,Malta,2013,Both sexes,34.48,-,-
Developed regions,470,Malta,2014,Female,34.1,-,-
Developed regions,470,Malta,2014,Male,37.48,-,-
Developed regions,470,Malta,2014,Both sexes,35.77,-,-
Developed regions,470,Malta,2015,Female,35.46,-,-
Developed regions,470,Malta,2015,Male,38.38,-,-
Developed regions,470,Malta,2015,Both sexes,36.91,-,-
Developed regions,498,Republic of Moldova,2008,Female,71.12,-,-
Developed regions,498,Republic of Moldova,2008,Male,77.77,-,-
Developed regions,498,Republic of Moldova,2008,Both sexes,74.2,-,-
Developed regions,498,Republic of Moldova,2007,Female,69.85,-,-
Developed regions,498,Republic of Moldova,2007,Male,76.48,-,-
Developed regions,498,Republic of Moldova,2007,Both sexes,72.92,-,-
Developed regions,498,Republic of Moldova,2009,Female,72.44,-,-
Developed regions,498,Republic of Moldova,2009,Male,78.38,-,-
Developed regions,498,Republic of Moldova,2009,Both sexes,75.19,-,-
Developed regions,498,Republic of Moldova,2010,Female,71.69,-,-
Developed regions,498,Republic of Moldova,2010,Male,77.57,-,-
Developed regions,498,Republic of Moldova,2010,Both sexes,74.4,-,-
Developed regions,498,Republic of Moldova,2011,Female,71.92,-,-
Developed regions,498,Republic of Moldova,2011,Male,77.36,-,-
Developed regions,498,Republic of Moldova,2011,Both sexes,74.44,-,-
Developed regions,498,Republic of Moldova,2012,Female,72.13,-,-
Developed regions,498,Republic of Moldova,2012,Male,77.33,-,-
Developed regions,498,Republic of Moldova,2012,Both sexes,74.55,-,-
Developed regions,498,Republic of Moldova,2013,Female,71.73,-,-
Developed regions,498,Republic of Moldova,2013,Male,76.88,-,-
Developed regions,498,Republic of Moldova,2013,Both sexes,74.11,-,-
Developed regions,498,Republic of Moldova,2014,Female,73,-,-
Developed regions,498,Republic of Moldova,2014,Male,76.74,-,-
Developed regions,498,Republic of Moldova,2014,Both sexes,74.72,-,-
Developed regions,498,Republic of Moldova,2015,Female,73.52,-,-
Developed regions,498,Republic of Moldova,2015,Male,76.13,-,-
Developed regions,498,Republic of Moldova,2015,Both sexes,74.73,-,-
Developed regions,499,Montenegro,2003,Female,55.61,-,-
Developed regions,499,Montenegro,2003,Male,74.26,-,-
Developed regions,499,Montenegro,2003,Both sexes,64.55,-,-
Developed regions,499,Montenegro,2011,Female,65.23,-,-
Developed regions,499,Montenegro,2011,Male,80.43,-,-
Developed regions,499,Montenegro,2011,Both sexes,72.56,-,-
Developed regions,528,Netherlands,2008,Female,61.64,-,-
Developed regions,528,Netherlands,2008,Male,71.01,-,-
Developed regions,528,Netherlands,2008,Both sexes,66.22,-,-
Developed regions,528,Netherlands,2005,Female,59.26,-,-
Developed regions,528,Netherlands,2005,Male,70.88,-,-
Developed regions,528,Netherlands,2005,Both sexes,64.95,-,-
Developed regions,528,Netherlands,2007,Female,62.66,-,-
Developed regions,528,Netherlands,2007,Male,72.45,-,-
Developed regions,528,Netherlands,2007,Both sexes,67.45,-,-
Developed regions,528,Netherlands,2009,Female,62.03,-,-
Developed regions,528,Netherlands,2009,Male,70.85,-,-
Developed regions,528,Netherlands,2009,Both sexes,66.34,-,-
Developed regions,528,Netherlands,2010,Female,62.28,-,-
Developed regions,528,Netherlands,2010,Male,71.46,-,-
Developed regions,528,Netherlands,2010,Both sexes,66.77,-,-
Developed regions,528,Netherlands,2004,Female,59.09,-,-
Developed regions,528,Netherlands,2004,Male,70.58,-,-
Developed regions,528,Netherlands,2004,Both sexes,64.73,-,-
Developed regions,528,Netherlands,2011,Female,62.58,-,-
Developed regions,528,Netherlands,2011,Male,70.4,-,-
Developed regions,528,Netherlands,2011,Both sexes,66.41,-,-
Developed regions,528,Netherlands,2012,Female,63.18,-,-
Developed regions,528,Netherlands,2012,Male,71.19,-,-
Developed regions,528,Netherlands,2012,Both sexes,67.1,-,-
Developed regions,528,Netherlands,2013,Female,65.25,-,-
Developed regions,528,Netherlands,2013,Male,73.98,-,-
Developed regions,528,Netherlands,2013,Both sexes,69.53,-,-
Developed regions,528,Netherlands,2014,Female,65.26,-,-
Developed regions,528,Netherlands,2014,Male,73.75,-,-
Developed regions,528,Netherlands,2014,Both sexes,69.42,-,-
Developed regions,528,Netherlands,2015,Female,65.48,-,-
Developed regions,528,Netherlands,2015,Male,73.82,-,-
Developed regions,528,Netherlands,2015,Both sexes,69.57,-,-
Developed regions,554,New Zealand,2006,Female,72.36,-,-
Developed regions,554,New Zealand,2006,Male,73.22,-,-
Developed regions,554,New Zealand,2006,Both sexes,72.77,-,-
Developed regions,554,New Zealand,2011,Female,66.9,-,-
Developed regions,554,New Zealand,2011,Male,71.18,-,-
Developed regions,554,New Zealand,2011,Both sexes,68.96,-,-
Developed regions,554,New Zealand,2012,Female,66.85,-,-
Developed regions,554,New Zealand,2012,Male,70.87,-,-
Developed regions,554,New Zealand,2012,Both sexes,68.79,-,-
Developed regions,554,New Zealand,2014,Female,67.11,-,-
Developed regions,554,New Zealand,2014,Male,72.08,-,-
Developed regions,554,New Zealand,2014,Both sexes,69.49,-,-
Developed regions,554,New Zealand,2015,Female,67.44,-,-
Developed regions,554,New Zealand,2015,Male,71.83,-,-
Developed regions,554,New Zealand,2015,Both sexes,69.54,-,-
Developed regions,578,Norway,2008,Female,73.63,-,-
Developed regions,578,Norway,2008,Male,76.27,-,-
Developed regions,578,Norway,2008,Both sexes,74.93,-,-
Developed regions,578,Norway,2005,Female,68.44,-,-
Developed regions,578,Norway,2005,Male,74.22,-,-
Developed regions,578,Norway,2005,Both sexes,71.27,-,-
Developed regions,578,Norway,2007,Female,71.74,-,-
Developed regions,578,Norway,2007,Male,75.64,-,-
Developed regions,578,Norway,2007,Both sexes,73.65,-,-
Developed regions,578,Norway,2009,Female,73.42,-,-
Developed regions,578,Norway,2009,Male,76.42,-,-
Developed regions,578,Norway,2009,Both sexes,74.89,-,-
Developed regions,578,Norway,2010,Female,74.09,-,-
Developed regions,578,Norway,2010,Male,76.79,-,-
Developed regions,578,Norway,2010,Both sexes,75.41,-,-
Developed regions,578,Norway,2004,Female,86.14,-,-
Developed regions,578,Norway,2004,Male,83.13,-,-
Developed regions,578,Norway,2004,Both sexes,80.69,-,-
Developed regions,578,Norway,2006,Female,71.16,-,-
Developed regions,578,Norway,2006,Male,75.43,-,-
Developed regions,578,Norway,2006,Both sexes,73.25,-,-
Developed regions,578,Norway,2011,Female,74.78,-,-
Developed regions,578,Norway,2011,Male,77.24,-,-
Developed regions,578,Norway,2011,Both sexes,75.99,-,-
Developed regions,578,Norway,2014,Female,76.3,-,-
Developed regions,578,Norway,2014,Male,77.73,-,-
Developed regions,578,Norway,2014,Both sexes,77.01,-,-
Developed regions,578,Norway,2015,Female,76.89,-,-
Developed regions,578,Norway,2015,Male,78.1,-,-
Developed regions,578,Norway,2015,Both sexes,77.49,-,-
Developed regions,616,Poland,2008,Female,75.5,-,-
Developed regions,616,Poland,2008,Male,82.64,-,-
Developed regions,616,Poland,2008,Both sexes,78.84,-,-
Developed regions,616,Poland,2009,Female,76.8,-,-
Developed regions,616,Poland,2009,Male,83.44,-,-
Developed regions,616,Poland,2009,Both sexes,79.91,-,-
Developed regions,616,Poland,2010,Female,77.8,-,-
Developed regions,616,Poland,2010,Male,84.25,-,-
Developed regions,616,Poland,2010,Both sexes,80.82,-,-
Developed regions,616,Poland,2011,Female,78.66,-,-
Developed regions,616,Poland,2011,Male,84.82,-,-
Developed regions,616,Poland,2011,Both sexes,81.55,-,-
Developed regions,616,Poland,2002,Female,68.04,-,-
Developed regions,616,Poland,2002,Male,76.24,-,-
Developed regions,616,Poland,2002,Both sexes,71.89,-,-
Developed regions,616,Poland,2012,Female,79.25,-,-
Developed regions,616,Poland,2012,Male,85.26,-,-
Developed regions,616,Poland,2012,Both sexes,82.09,-,-
Developed regions,616,Poland,2013,Female,80.14,-,-
Developed regions,616,Poland,2013,Male,85.87,-,-
Developed regions,616,Poland,2013,Both sexes,82.85,-,-
Developed regions,616,Poland,2014,Female,80.85,-,-
Developed regions,616,Poland,2014,Male,86.43,-,-
Developed regions,616,Poland,2014,Both sexes,83.49,-,-
Developed regions,620,Portugal,1999,Female,15.18,-,-
Developed regions,620,Portugal,1999,Male,15.34,-,-
Developed regions,620,Portugal,1999,Both sexes,15.26,-,-
Developed regions,620,Portugal,2003,Female,19.1,-,-
Developed regions,620,Portugal,2003,Male,17.71,-,-
Developed regions,620,Portugal,2003,Both sexes,18.44,-,-
Developed regions,620,Portugal,2008,Female,23.75,-,-
Developed regions,620,Portugal,2008,Male,21.72,-,-
Developed regions,620,Portugal,2008,Both sexes,22.8,-,-
Developed regions,620,Portugal,2000,Female,15.58,-,-
Developed regions,620,Portugal,2000,Male,15.78,-,-
Developed regions,620,Portugal,2000,Both sexes,15.68,-,-
Developed regions,620,Portugal,2005,Female,22.13,-,-
Developed regions,620,Portugal,2005,Male,20.45,-,-
Developed regions,620,Portugal,2005,Both sexes,21.34,-,-
Developed regions,620,Portugal,2007,Female,23.29,-,-
Developed regions,620,Portugal,2007,Male,21.17,-,-
Developed regions,620,Portugal,2007,Both sexes,22.29,-,-
Developed regions,620,Portugal,2009,Female,25.02,-,-
Developed regions,620,Portugal,2009,Male,22.96,-,-
Developed regions,620,Portugal,2009,Both sexes,24.06,-,-
Developed regions,620,Portugal,2010,Female,26.99,-,-
Developed regions,620,Portugal,2010,Male,24,-,-
Developed regions,620,Portugal,2010,Both sexes,25.6,-,-
Developed regions,620,Portugal,1998,Female,14.62,-,-
Developed regions,620,Portugal,1998,Male,14.47,-,-
Developed regions,620,Portugal,1998,Both sexes,14.55,-,-
Developed regions,620,Portugal,2001,Female,16.52,-,-
Developed regions,620,Portugal,2001,Male,16.32,-,-
Developed regions,620,Portugal,2001,Both sexes,16.43,-,-
Developed regions,620,Portugal,2004,Female,20.88,-,-
Developed regions,620,Portugal,2004,Male,19.7,-,-
Developed regions,620,Portugal,2004,Both sexes,20.33,-,-
Developed regions,620,Portugal,2006,Female,23.22,-,-
Developed regions,620,Portugal,2006,Male,21.49,-,-
Developed regions,620,Portugal,2006,Both sexes,22.41,-,-
Developed regions,620,Portugal,2011,Female,29.09,-,-
Developed regions,620,Portugal,2011,Male,26.48,-,-
Developed regions,620,Portugal,2011,Both sexes,27.88,-,-
Developed regions,620,Portugal,2002,Female,17.23,-,-
Developed regions,620,Portugal,2002,Male,16.19,-,-
Developed regions,620,Portugal,2002,Both sexes,16.74,-,-
Developed regions,620,Portugal,2012,Female,31.4,-,-
Developed regions,620,Portugal,2012,Male,28.44,-,-
Developed regions,620,Portugal,2012,Both sexes,30.02,-,-
Developed regions,620,Portugal,2013,Female,33.48,-,-
Developed regions,620,Portugal,2013,Male,30.01,-,-
Developed regions,620,Portugal,2013,Both sexes,31.87,-,-
Developed regions,620,Portugal,2014,Female,35.97,-,-
Developed regions,620,Portugal,2014,Male,32.16,-,-
Developed regions,620,Portugal,2014,Both sexes,34.21,-,-
Developed regions,620,Portugal,2015,Female,36.7,-,-
Developed regions,620,Portugal,2015,Male,33.95,-,-
Developed regions,620,Portugal,2015,Both sexes,35.43,-,-
Developed regions,642,Romania,2008,Female,58.3,-,-
Developed regions,642,Romania,2008,Male,71.76,-,-
Developed regions,642,Romania,2008,Both sexes,64.72,-,-
Developed regions,642,Romania,2007,Female,57.43,-,-
Developed regions,642,Romania,2007,Male,71.78,-,-
Developed regions,642,Romania,2007,Both sexes,64.27,-,-
Developed regions,642,Romania,2009,Female,58.07,-,-
Developed regions,642,Romania,2009,Male,70.98,-,-
Developed regions,642,Romania,2009,Both sexes,64.23,-,-
Developed regions,642,Romania,2010,Female,57.89,-,-
Developed regions,642,Romania,2010,Male,70.77,-,-
Developed regions,642,Romania,2010,Both sexes,64.03,-,-
Developed regions,642,Romania,2011,Female,58.95,-,-
Developed regions,642,Romania,2011,Male,71.35,-,-
Developed regions,642,Romania,2011,Both sexes,64.86,-,-
Developed regions,642,Romania,2002,Female,45.15,-,-
Developed regions,642,Romania,2002,Male,60.92,-,-
Developed regions,642,Romania,2002,Both sexes,52.65,-,-
Developed regions,642,Romania,2012,Female,60.17,-,-
Developed regions,642,Romania,2012,Male,72.05,-,-
Developed regions,642,Romania,2012,Both sexes,65.84,-,-
Developed regions,642,Romania,2013,Female,60.91,-,-
Developed regions,642,Romania,2013,Male,72.55,-,-
Developed regions,642,Romania,2013,Both sexes,66.46,-,-
Developed regions,642,Romania,2014,Female,57.86,-,-
Developed regions,642,Romania,2014,Male,68.56,-,-
Developed regions,642,Romania,2014,Both sexes,62.98,-,-
Developed regions,642,Romania,2015,Female,59.4,-,-
Developed regions,642,Romania,2015,Male,70.38,-,-
Developed regions,642,Romania,2015,Both sexes,64.66,-,-
Developed regions,643,Russian Federation,2010,Female,83.46,-,-
Developed regions,643,Russian Federation,2010,Male,85.89,-,-
Developed regions,643,Russian Federation,2010,Both sexes,84.53,-,-
Developed regions,643,Russian Federation,2002,Female,89.41,-,-
Developed regions,643,Russian Federation,2002,Male,88.71,-,-
Developed regions,643,Russian Federation,2002,Both sexes,89.08,-,-
Developed regions,688,Serbia,2008,Female,55.12,-,-
Developed regions,688,Serbia,2008,Male,70.88,-,-
Developed regions,688,Serbia,2008,Both sexes,62.55,-,-
Developed regions,688,Serbia,2009,Female,56.04,-,-
Developed regions,688,Serbia,2009,Male,70.85,-,-
Developed regions,688,Serbia,2009,Both sexes,62.99,-,-
Developed regions,688,Serbia,2010,Female,56.26,-,-
Developed regions,688,Serbia,2010,Male,71.91,-,-
Developed regions,688,Serbia,2010,Both sexes,63.67,-,-
Developed regions,688,Serbia,2011,Female,60.7,-,-
Developed regions,688,Serbia,2011,Male,73.05,-,-
Developed regions,688,Serbia,2011,Both sexes,66.6,-,-
Developed regions,688,Serbia,2013,Female,60.37,-,-
Developed regions,688,Serbia,2013,Male,73.41,-,-
Developed regions,688,Serbia,2013,Both sexes,66.56,-,-
Developed regions,688,Serbia,2014,Female,62.42,-,-
Developed regions,688,Serbia,2014,Male,75.39,-,-
Developed regions,688,Serbia,2014,Both sexes,68.57,-,-
Developed regions,688,Serbia,2015,Female,65.2,-,-
Developed regions,688,Serbia,2015,Male,77.13,-,-
Developed regions,688,Serbia,2015,Both sexes,70.9,-,-
Developed regions,703,Slovakia,2001,Female,42.86,-,-
Developed regions,703,Slovakia,2001,Male,40.5,-,-
Developed regions,703,Slovakia,2001,Both sexes,41.75,-,-
Developed regions,703,Slovakia,2011,Female,80.34,-,-
Developed regions,703,Slovakia,2011,Male,89.81,-,-
Developed regions,703,Slovakia,2011,Both sexes,84.85,-,-
Developed regions,703,Slovakia,2012,Female,80.59,-,-
